NewsID	Category
69315	soc.religion.christian
29048	talk.politics.misc
34733	soc.religion.christian
36118	comp.graphics
30750	soc.religion.christian
84481	soc.religion.christian
64223	sci.space
64288	comp.graphics
94595	talk.politics.misc
65325	comp.graphics
49084	rec.motorcycles
40327	comp.graphics
45995	soc.religion.christian
84633	rec.motorcycles
24987	talk.politics.misc
84050	comp.graphics
87601	comp.graphics
49851	sci.space
16950	rec.motorcycles
20218	soc.religion.christian
48478	rec.motorcycles
52451	soc.religion.christian
72718	talk.politics.misc
81664	talk.politics.misc
73509	talk.politics.misc
28384	soc.religion.christian
44850	talk.politics.misc
11795	comp.graphics
58149	sci.space
59148	soc.religion.christian
53777	rec.motorcycles
98052	sci.space
90835	rec.motorcycles
51606	soc.religion.christian
90523	talk.politics.misc
23386	sci.space
64641	sci.space
66110	sci.space
23620	comp.graphics
97378	talk.politics.misc
42999	rec.motorcycles
50044	soc.religion.christian
76071	soc.religion.christian
39353	rec.motorcycles
21953	soc.religion.christian
22581	soc.religion.christian
45516	comp.graphics
57195	sci.space
23616	talk.politics.misc
94399	rec.motorcycles
36489	soc.religion.christian
28040	soc.religion.christian
92636	sci.space
95514	comp.graphics
63806	soc.religion.christian
29580	soc.religion.christian
85600	sci.space
41287	soc.religion.christian
80778	soc.religion.christian
36933	talk.politics.misc
39686	sci.space
46862	comp.graphics
32747	comp.graphics
29939	comp.graphics
58308	rec.motorcycles
60498	rec.motorcycles
78100	soc.religion.christian
53010	talk.politics.misc
48600	sci.space
25078	sci.space
40168	rec.motorcycles
14213	talk.politics.misc
66165	rec.motorcycles
90598	soc.religion.christian
46288	comp.graphics
69499	talk.politics.misc
20948	comp.graphics
74428	comp.graphics
40383	rec.motorcycles
94151	rec.motorcycles
22124	sci.space
11991	soc.religion.christian
15465	rec.motorcycles
98363	comp.graphics
37922	soc.religion.christian
29908	soc.religion.christian
83587	soc.religion.christian
37938	soc.religion.christian
20944	talk.politics.misc
33201	rec.motorcycles
12722	soc.religion.christian
91806	rec.motorcycles
62093	comp.graphics
20681	talk.politics.misc
74050	soc.religion.christian
39501	sci.space
94402	sci.space
62980	rec.motorcycles
39892	soc.religion.christian
73430	talk.politics.misc
40921	soc.religion.christian
13290	sci.space
38717	soc.religion.christian
91626	talk.politics.misc
10624	soc.religion.christian
33839	comp.graphics
32123	rec.motorcycles
73137	comp.graphics
96732	rec.motorcycles
23774	comp.graphics
64460	talk.politics.misc
24026	rec.motorcycles
42027	soc.religion.christian
44491	sci.space
21854	talk.politics.misc
72608	soc.religion.christian
42234	comp.graphics
97402	talk.politics.misc
44690	comp.graphics
94482	comp.graphics
97321	comp.graphics
22955	soc.religion.christian
86307	rec.motorcycles
42102	rec.motorcycles
85362	rec.motorcycles
43478	soc.religion.christian
54139	sci.space
44019	rec.motorcycles
24569	soc.religion.christian
42899	soc.religion.christian
69335	comp.graphics
40372	comp.graphics
39934	soc.religion.christian
93766	comp.graphics
84893	sci.space
94965	talk.politics.misc
90834	soc.religion.christian
85594	comp.graphics
88954	rec.motorcycles
80011	sci.space
68811	soc.religion.christian
58988	comp.graphics
67830	sci.space
63734	soc.religion.christian
85979	soc.religion.christian
71572	talk.politics.misc
97951	talk.politics.misc
84038	rec.motorcycles
78827	sci.space
94299	rec.motorcycles
33065	talk.politics.misc
35792	sci.space
96473	soc.religion.christian
42127	talk.politics.misc
68919	talk.politics.misc
52770	comp.graphics
75099	sci.space
14063	talk.politics.misc
43990	talk.politics.misc
33272	comp.graphics
55668	soc.religion.christian
71666	talk.politics.misc
30570	talk.politics.misc
48326	comp.graphics
17867	comp.graphics
88070	talk.politics.misc
95766	soc.religion.christian
24021	soc.religion.christian
20742	talk.politics.misc
75111	talk.politics.misc
80904	comp.graphics
33283	soc.religion.christian
80038	rec.motorcycles
58910	sci.space
83129	sci.space
47025	sci.space
30505	sci.space
43848	sci.space
22452	comp.graphics
54582	sci.space
16831	comp.graphics
22050	sci.space
53676	soc.religion.christian
48745	comp.graphics
46731	comp.graphics
10859	rec.motorcycles
59807	soc.religion.christian
28844	talk.politics.misc
75901	talk.politics.misc
81866	talk.politics.misc
83556	soc.religion.christian
67785	comp.graphics
31229	comp.graphics
23131	rec.motorcycles
33772	talk.politics.misc
79238	rec.motorcycles
69225	soc.religion.christian
48941	talk.politics.misc
25109	rec.motorcycles
15162	rec.motorcycles
71191	talk.politics.misc
70006	rec.motorcycles
43303	soc.religion.christian
97876	sci.space
25593	sci.space
73155	comp.graphics
31501	soc.religion.christian
63250	comp.graphics
63292	soc.religion.christian
93856	comp.graphics
60013	sci.space
71582	soc.religion.christian
91879	rec.motorcycles
42948	comp.graphics
28152	comp.graphics
60933	soc.religion.christian
92277	rec.motorcycles
23193	sci.space
93602	sci.space
91633	comp.graphics
86251	rec.motorcycles
85090	sci.space
22644	comp.graphics
78134	rec.motorcycles
28237	comp.graphics
85707	comp.graphics
97875	soc.religion.christian
55826	soc.religion.christian
70332	comp.graphics
92033	comp.graphics
55959	rec.motorcycles
76160	rec.motorcycles
11669	sci.space
86744	soc.religion.christian
48658	sci.space
26456	talk.politics.misc
17280	soc.religion.christian
48306	soc.religion.christian
73948	rec.motorcycles
45197	talk.politics.misc
85900	soc.religion.christian
68277	talk.politics.misc
32454	soc.religion.christian
20831	sci.space
45958	rec.motorcycles
69342	soc.religion.christian
14678	soc.religion.christian
26256	soc.religion.christian
59262	soc.religion.christian
20713	rec.motorcycles
39458	rec.motorcycles
23971	soc.religion.christian
81998	rec.motorcycles
62922	soc.religion.christian
52977	rec.motorcycles
63634	comp.graphics
56925	soc.religion.christian
11923	soc.religion.christian
65755	rec.motorcycles
17541	comp.graphics
11411	talk.politics.misc
37920	soc.religion.christian
54153	talk.politics.misc
79499	soc.religion.christian
15628	talk.politics.misc
97049	comp.graphics
32444	soc.religion.christian
13514	rec.motorcycles
42257	talk.politics.misc
40255	sci.space
55350	rec.motorcycles
60984	comp.graphics
32780	soc.religion.christian
14936	rec.motorcycles
53715	talk.politics.misc
19949	comp.graphics
13806	soc.religion.christian
86021	comp.graphics
75438	soc.religion.christian
18384	talk.politics.misc
11647	talk.politics.misc
31080	comp.graphics
91875	sci.space
70242	soc.religion.christian
51893	comp.graphics
56662	soc.religion.christian
60456	comp.graphics
36279	rec.motorcycles
53358	soc.religion.christian
17133	rec.motorcycles
55728	sci.space
34513	comp.graphics
27246	rec.motorcycles
71125	comp.graphics
25918	sci.space
50688	sci.space
87441	sci.space
89870	soc.religion.christian
38822	rec.motorcycles
97312	soc.religion.christian
24505	sci.space
97884	rec.motorcycles
67427	rec.motorcycles
65081	sci.space
26927	comp.graphics
39408	soc.religion.christian
16914	rec.motorcycles
54115	soc.religion.christian
72781	rec.motorcycles
17986	rec.motorcycles
73629	soc.religion.christian
31825	comp.graphics
33604	comp.graphics
18135	talk.politics.misc
95030	rec.motorcycles
67444	soc.religion.christian
45076	comp.graphics
92894	talk.politics.misc
88612	rec.motorcycles
75936	sci.space
63109	comp.graphics
27333	rec.motorcycles
87360	sci.space
44129	rec.motorcycles
39683	soc.religion.christian
47604	rec.motorcycles
81637	comp.graphics
79736	rec.motorcycles
36396	rec.motorcycles
76179	comp.graphics
91596	talk.politics.misc
62978	comp.graphics
93841	talk.politics.misc
88579	rec.motorcycles
86706	comp.graphics
86465	comp.graphics
88094	comp.graphics
66957	soc.religion.christian
76520	talk.politics.misc
58787	sci.space
69044	soc.religion.christian
26606	rec.motorcycles
57214	soc.religion.christian
61548	talk.politics.misc
82014	talk.politics.misc
40724	sci.space
96787	soc.religion.christian
88924	sci.space
55522	soc.religion.christian
94375	comp.graphics
92990	rec.motorcycles
16028	comp.graphics
85400	rec.motorcycles
18521	talk.politics.misc
65393	soc.religion.christian
71692	soc.religion.christian
23319	comp.graphics
20105	rec.motorcycles
40874	comp.graphics
86551	sci.space
90679	soc.religion.christian
36584	talk.politics.misc
72950	sci.space
38667	rec.motorcycles
19916	sci.space
14101	comp.graphics
17945	comp.graphics
96392	comp.graphics
79345	rec.motorcycles
69285	comp.graphics
18238	sci.space
16423	rec.motorcycles
18240	soc.religion.christian
33873	rec.motorcycles
14502	sci.space
63728	talk.politics.misc
44234	sci.space
37831	sci.space
67672	soc.religion.christian
17771	soc.religion.christian
94092	talk.politics.misc
97152	talk.politics.misc
82066	comp.graphics
64409	soc.religion.christian
36762	comp.graphics
36818	talk.politics.misc
11582	soc.religion.christian
14560	rec.motorcycles
54470	comp.graphics
55451	talk.politics.misc
59654	rec.motorcycles
67133	talk.politics.misc
44900	talk.politics.misc
49680	comp.graphics
15370	soc.religion.christian
66197	talk.politics.misc
16939	talk.politics.misc
34489	sci.space
21849	comp.graphics
36467	comp.graphics
77593	rec.motorcycles
57021	sci.space
54206	talk.politics.misc
41322	soc.religion.christian
22646	talk.politics.misc
86890	sci.space
14448	talk.politics.misc
44908	sci.space
59004	soc.religion.christian
72754	rec.motorcycles
12762	comp.graphics
63157	soc.religion.christian
64077	sci.space
68827	talk.politics.misc
66294	sci.space
31986	soc.religion.christian
34415	talk.politics.misc
18882	soc.religion.christian
16368	rec.motorcycles
48529	talk.politics.misc
18897	talk.politics.misc
65354	talk.politics.misc
50445	comp.graphics
91352	rec.motorcycles
16315	rec.motorcycles
94292	comp.graphics
76937	sci.space
70873	rec.motorcycles
81285	sci.space
27247	sci.space
75155	soc.religion.christian
58470	comp.graphics
56066	sci.space
33043	soc.religion.christian
44435	talk.politics.misc
71725	rec.motorcycles
28019	talk.politics.misc
11061	soc.religion.christian
47141	comp.graphics
32375	sci.space
54394	talk.politics.misc
71512	comp.graphics
77964	sci.space
86909	sci.space
90219	sci.space
88745	soc.religion.christian
39740	rec.motorcycles
69492	sci.space
21097	soc.religion.christian
57830	rec.motorcycles
20022	rec.motorcycles
25967	talk.politics.misc
79458	talk.politics.misc
46327	sci.space
27009	soc.religion.christian
71579	talk.politics.misc
42979	rec.motorcycles
43383	rec.motorcycles
54912	rec.motorcycles
28458	comp.graphics
98632	soc.religion.christian
66930	talk.politics.misc
79840	rec.motorcycles
43750	sci.space
49161	talk.politics.misc
61503	sci.space
61752	sci.space
95204	sci.space
50206	soc.religion.christian
92012	comp.graphics
37565	sci.space
41570	sci.space
81929	comp.graphics
10602	soc.religion.christian
78234	comp.graphics
33612	rec.motorcycles
78392	soc.religion.christian
47921	rec.motorcycles
63020	comp.graphics
25687	rec.motorcycles
70489	talk.politics.misc
80997	talk.politics.misc
43144	talk.politics.misc
21041	sci.space
38394	rec.motorcycles
71915	rec.motorcycles
33867	soc.religion.christian
61652	soc.religion.christian
68650	rec.motorcycles
48754	soc.religion.christian
26445	rec.motorcycles
74190	talk.politics.misc
43193	soc.religion.christian
78864	rec.motorcycles
57064	sci.space
67344	soc.religion.christian
56898	soc.religion.christian
77934	comp.graphics
28833	talk.politics.misc
38479	soc.religion.christian
36041	soc.religion.christian
19928	sci.space
93365	rec.motorcycles
14591	sci.space
42502	rec.motorcycles
91279	comp.graphics
43978	comp.graphics
49836	talk.politics.misc
14723	sci.space
27766	rec.motorcycles
19654	sci.space
33241	comp.graphics
58537	talk.politics.misc
63232	sci.space
97401	rec.motorcycles
19113	talk.politics.misc
93282	rec.motorcycles
53907	comp.graphics
16208	sci.space
11408	comp.graphics
80299	comp.graphics
71828	soc.religion.christian
48827	sci.space
61875	sci.space
59438	soc.religion.christian
53574	soc.religion.christian
33246	talk.politics.misc
17201	rec.motorcycles
64716	rec.motorcycles
84594	sci.space
52775	comp.graphics
93682	soc.religion.christian
74594	sci.space
39720	sci.space
16980	comp.graphics
10013	comp.graphics
82199	talk.politics.misc
31449	rec.motorcycles
29379	talk.politics.misc
20795	rec.motorcycles
89388	talk.politics.misc
80097	sci.space
90141	rec.motorcycles
46180	soc.religion.christian
78417	comp.graphics
34402	soc.religion.christian
38246	soc.religion.christian
66793	comp.graphics
91724	sci.space
85081	rec.motorcycles
64250	soc.religion.christian
32157	sci.space
61492	comp.graphics
48453	sci.space
14208	sci.space
48693	sci.space
35555	talk.politics.misc
41875	rec.motorcycles
73664	sci.space
65553	comp.graphics
75654	sci.space
29063	comp.graphics
75289	sci.space
18823	soc.religion.christian
46161	soc.religion.christian
25610	comp.graphics
25605	talk.politics.misc
53087	rec.motorcycles
73953	soc.religion.christian
92829	soc.religion.christian
95467	rec.motorcycles
91371	soc.religion.christian
92547	rec.motorcycles
49229	comp.graphics
48823	rec.motorcycles
20694	talk.politics.misc
95963	rec.motorcycles
47969	soc.religion.christian
97315	talk.politics.misc
11746	soc.religion.christian
40933	sci.space
42679	talk.politics.misc
28428	rec.motorcycles
24349	sci.space
22954	comp.graphics
67896	comp.graphics
57547	soc.religion.christian
49276	sci.space
68236	talk.politics.misc
30966	comp.graphics
50085	comp.graphics
26233	comp.graphics
29693	rec.motorcycles
98654	talk.politics.misc
38505	rec.motorcycles
58014	soc.religion.christian
84335	rec.motorcycles
50277	talk.politics.misc
35441	sci.space
45920	sci.space
32910	sci.space
51701	rec.motorcycles
73020	soc.religion.christian
76786	rec.motorcycles
85734	comp.graphics
62032	sci.space
51956	sci.space
47980	sci.space
92545	soc.religion.christian
55291	sci.space
48891	soc.religion.christian
79351	talk.politics.misc
21051	soc.religion.christian
27017	comp.graphics
69671	talk.politics.misc
37625	rec.motorcycles
42258	soc.religion.christian
57656	rec.motorcycles
73781	talk.politics.misc
58256	soc.religion.christian
50799	comp.graphics
22921	soc.religion.christian
49403	rec.motorcycles
56290	comp.graphics
33935	soc.religion.christian
80218	sci.space
92921	talk.politics.misc
68158	soc.religion.christian
35231	sci.space
12670	rec.motorcycles
46072	talk.politics.misc
31395	comp.graphics
45466	sci.space
58203	comp.graphics
75680	rec.motorcycles
46010	sci.space
45208	comp.graphics
54379	talk.politics.misc
19394	soc.religion.christian
97831	talk.politics.misc
40649	sci.space
35777	rec.motorcycles
56981	rec.motorcycles
96721	rec.motorcycles
12073	rec.motorcycles
31832	sci.space
72154	rec.motorcycles
88914	sci.space
32243	sci.space
79363	comp.graphics
30761	soc.religion.christian
37405	soc.religion.christian
95074	talk.politics.misc
91184	sci.space
35503	rec.motorcycles
54040	comp.graphics
20122	sci.space
83993	rec.motorcycles
65423	comp.graphics
35084	rec.motorcycles
90322	soc.religion.christian
13462	comp.graphics
60513	rec.motorcycles
57742	rec.motorcycles
73886	comp.graphics
64841	comp.graphics
12416	comp.graphics
56344	comp.graphics
14389	comp.graphics
63093	comp.graphics
39925	sci.space
38864	sci.space
57378	rec.motorcycles
70056	talk.politics.misc
14298	rec.motorcycles
30897	comp.graphics
65734	rec.motorcycles
35320	soc.religion.christian
64321	soc.religion.christian
81538	rec.motorcycles
71823	talk.politics.misc
97525	sci.space
21288	rec.motorcycles
55477	comp.graphics
58552	comp.graphics
33722	comp.graphics
85165	sci.space
98914	sci.space
27602	talk.politics.misc
36841	comp.graphics
38102	soc.religion.christian
46149	rec.motorcycles
69703	comp.graphics
89745	sci.space
81566	talk.politics.misc
63671	talk.politics.misc
73051	rec.motorcycles
75839	talk.politics.misc
47791	soc.religion.christian
36671	comp.graphics
83771	sci.space
34173	comp.graphics
55005	sci.space
85469	comp.graphics
51984	comp.graphics
32635	comp.graphics
99078	sci.space
13322	soc.religion.christian
79007	sci.space
96788	sci.space
89625	comp.graphics
45883	rec.motorcycles
53089	sci.space
25794	rec.motorcycles
43592	sci.space
28222	rec.motorcycles
27069	rec.motorcycles
38768	talk.politics.misc
30291	rec.motorcycles
85819	soc.religion.christian
55379	rec.motorcycles
72774	sci.space
60207	rec.motorcycles
35711	soc.religion.christian
90102	comp.graphics
51928	soc.religion.christian
16068	talk.politics.misc
15455	talk.politics.misc
58042	soc.religion.christian
98646	rec.motorcycles
64119	comp.graphics
28140	sci.space
74561	comp.graphics
65998	soc.religion.christian
89416	soc.religion.christian
75870	sci.space
52623	soc.religion.christian
31180	comp.graphics
75675	rec.motorcycles
50998	soc.religion.christian
83620	rec.motorcycles
91042	comp.graphics
41902	soc.religion.christian
33430	rec.motorcycles
64305	soc.religion.christian
45067	comp.graphics
77129	soc.religion.christian
37791	soc.religion.christian
70656	rec.motorcycles
71482	soc.religion.christian
25380	sci.space
72997	comp.graphics
35813	sci.space
35143	rec.motorcycles
90929	comp.graphics
49005	comp.graphics
11674	comp.graphics
95776	talk.politics.misc
93580	comp.graphics
42057	talk.politics.misc
10132	soc.religion.christian
42417	talk.politics.misc
31085	rec.motorcycles
28036	talk.politics.misc
22858	talk.politics.misc
80515	soc.religion.christian
40466	sci.space
44154	comp.graphics
10448	talk.politics.misc
80543	talk.politics.misc
44203	sci.space
37872	rec.motorcycles
51613	soc.religion.christian
17079	comp.graphics
41803	comp.graphics
86504	sci.space
12239	soc.religion.christian
45541	comp.graphics
44365	soc.religion.christian
69702	soc.religion.christian
48243	comp.graphics
92765	talk.politics.misc
26511	comp.graphics
80450	talk.politics.misc
74680	comp.graphics
62446	comp.graphics
84265	sci.space
27466	rec.motorcycles
33417	soc.religion.christian
10202	sci.space
37597	comp.graphics
57895	rec.motorcycles
42498	comp.graphics
37990	rec.motorcycles
93658	talk.politics.misc
32531	talk.politics.misc
76645	comp.graphics
93341	sci.space
96210	soc.religion.christian
50541	comp.graphics
60073	sci.space
50914	soc.religion.christian
61025	soc.religion.christian
75874	soc.religion.christian
20890	sci.space
31997	soc.religion.christian
49932	talk.politics.misc
42733	talk.politics.misc
26754	sci.space
75391	soc.religion.christian
34680	rec.motorcycles
69550	comp.graphics
90529	sci.space
87355	comp.graphics
13863	sci.space
88690	comp.graphics
71527	talk.politics.misc
45626	sci.space
32786	rec.motorcycles
64776	comp.graphics
88798	soc.religion.christian
46706	soc.religion.christian
53505	sci.space
31125	rec.motorcycles
33833	sci.space
56017	rec.motorcycles
25019	rec.motorcycles
40355	talk.politics.misc
23006	talk.politics.misc
47051	comp.graphics
46319	comp.graphics
17813	soc.religion.christian
73734	soc.religion.christian
13896	talk.politics.misc
84521	soc.religion.christian
87609	rec.motorcycles
27897	rec.motorcycles
39677	comp.graphics
81859	sci.space
42268	soc.religion.christian
41066	talk.politics.misc
49312	talk.politics.misc
73810	soc.religion.christian
18606	sci.space
82221	sci.space
83318	comp.graphics
15956	sci.space
83084	soc.religion.christian
28860	sci.space
20443	rec.motorcycles
54348	rec.motorcycles
78224	comp.graphics
66482	comp.graphics
72165	talk.politics.misc
11088	sci.space
64388	talk.politics.misc
43058	soc.religion.christian
44666	comp.graphics
35538	soc.religion.christian
22178	rec.motorcycles
69819	soc.religion.christian
61086	sci.space
32051	soc.religion.christian
40848	sci.space
88892	rec.motorcycles
12029	rec.motorcycles
10494	rec.motorcycles
45500	soc.religion.christian
21669	sci.space
64432	comp.graphics
72869	comp.graphics
80470	sci.space
51944	comp.graphics
47672	talk.politics.misc
11459	talk.politics.misc
48753	sci.space
58665	soc.religion.christian
98147	soc.religion.christian
61971	rec.motorcycles
97443	sci.space
80293	sci.space
21563	talk.politics.misc
99582	soc.religion.christian
17100	sci.space
94498	talk.politics.misc
70847	talk.politics.misc
55946	sci.space
34254	soc.religion.christian
67162	soc.religion.christian
93647	comp.graphics
94134	rec.motorcycles
81823	rec.motorcycles
23754	soc.religion.christian
43436	sci.space
87800	comp.graphics
31221	talk.politics.misc
42198	soc.religion.christian
61161	rec.motorcycles
75232	sci.space
68658	soc.religion.christian
36495	soc.religion.christian
68818	comp.graphics
76484	comp.graphics
85425	rec.motorcycles
62047	talk.politics.misc
40634	comp.graphics
37044	talk.politics.misc
11086	talk.politics.misc
60400	talk.politics.misc
25923	comp.graphics
42641	sci.space
84217	talk.politics.misc
93001	talk.politics.misc
79883	talk.politics.misc
92939	sci.space
75095	talk.politics.misc
68458	rec.motorcycles
32894	sci.space
79272	soc.religion.christian
95763	comp.graphics
27446	comp.graphics
61764	sci.space
26400	talk.politics.misc
72443	rec.motorcycles
32514	soc.religion.christian
58908	rec.motorcycles
83300	talk.politics.misc
63253	soc.religion.christian
28477	sci.space
33387	soc.religion.christian
97630	rec.motorcycles
98838	talk.politics.misc
68746	sci.space
86432	talk.politics.misc
12048	sci.space
37010	talk.politics.misc
62099	comp.graphics
74956	soc.religion.christian
72747	talk.politics.misc
62159	rec.motorcycles
23715	rec.motorcycles
93206	rec.motorcycles
43108	soc.religion.christian
31583	soc.religion.christian
13793	talk.politics.misc
93450	sci.space
72669	talk.politics.misc
50937	talk.politics.misc
81044	comp.graphics
85206	comp.graphics
27703	soc.religion.christian
47637	rec.motorcycles
81660	rec.motorcycles
70338	sci.space
48272	comp.graphics
87541	rec.motorcycles
88445	sci.space
93835	rec.motorcycles
13632	rec.motorcycles
70567	talk.politics.misc
89165	rec.motorcycles
50411	rec.motorcycles
46870	rec.motorcycles
52076	comp.graphics
85214	rec.motorcycles
93286	comp.graphics
89297	soc.religion.christian
64113	rec.motorcycles
85251	rec.motorcycles
70953	soc.religion.christian
88119	soc.religion.christian
86644	comp.graphics
38932	soc.religion.christian
93189	talk.politics.misc
69261	rec.motorcycles
19157	talk.politics.misc
69386	sci.space
17454	sci.space
74221	talk.politics.misc
43996	comp.graphics
96281	talk.politics.misc
67126	sci.space
93457	soc.religion.christian
24266	sci.space
27193	comp.graphics
74878	sci.space
10368	sci.space
60027	soc.religion.christian
96598	sci.space
13768	talk.politics.misc
72307	soc.religion.christian
72217	sci.space
47378	rec.motorcycles
82113	soc.religion.christian
76568	rec.motorcycles
74696	rec.motorcycles
42730	comp.graphics
87602	comp.graphics
14256	rec.motorcycles
76215	rec.motorcycles
51239	rec.motorcycles
65279	soc.religion.christian
91685	comp.graphics
88836	sci.space
19368	sci.space
88695	rec.motorcycles
51134	talk.politics.misc
26308	rec.motorcycles
41150	soc.religion.christian
91479	soc.religion.christian
49111	sci.space
48637	rec.motorcycles
97659	rec.motorcycles
94110	rec.motorcycles
30688	rec.motorcycles
93285	comp.graphics
30398	talk.politics.misc
25662	rec.motorcycles
84762	soc.religion.christian
20921	comp.graphics
21758	comp.graphics
67493	sci.space
92760	talk.politics.misc
27355	sci.space
79873	rec.motorcycles
83560	comp.graphics
11879	comp.graphics
91893	rec.motorcycles
39779	sci.space
56987	soc.religion.christian
